0,0.0431083,0.338217,53843
1,0.0405134,0.471125,28882
2,0.0411499,0.227951,58741
3,0.041285,0.407884,28427
4,0.0411024,0.474895,52920
5,0.040644,0.167875,30809
6,0.0414597,0.527928,18279
7,0.0413263,0.587066,41982
8,0.0405384,0.678997,52896
9,0.0413061,0.363916,5044
10,0.0417518,0.429257,49939
11,0.0432523,0.570552,19002
12,0.041678,0.364468,55477
13,0.0426383,0.35971,32899
14,0.0416724,0.322271,39152
15,0.0402763,0.631876,18418
16,0.0413916,0.400533,25215
17,0.0419831,0.354508,53483
18,0.041185,0.58404,29246
19,0.0402933,0.48698,17552
20,0.0412543,0.387444,22855
21,0.0411371,0.440952,18430
22,0.0416173,0.507175,11226
23,0.0407671,0.586306,47622
24,0.0404889,0.615551,37640
25,0.0405492,0.389391,28203
26,0.0408153,0.524085,32655
27,0.0410509,0.475229,41686
28,0.0405426,0.420284,56318
29,0.0403803,0.296745,50023
30,0.0411984,0.528842,8230
31,0.0410825,0.280584,26968
32,0.0404964,0.332961,51142
33,0.0405078,0.596541,16572
34,0.0417586,0.337098,19153
35,0.0404406,0.568625,58954
36,0.0400549,0.573033,56873
37,0.0405438,0.183704,25600
38,0.0406812,0.638311,7628
39,0.0405752,0.237876,14169
40,0.0408739,0.373394,26268
41,0.0405324,0.551591,31187
42,0.040654,0.459329,35590
43,0.0418388,0.759834,48334
44,0.0406558,0.522884,18325
45,0.0411667,0.581948,50263
46,0.0400074,0.302522,44418
47,0.0405817,0.631311,5890
48,0.0404876,0.431422,33803
49,0.040571,0.466038,40970
50,0.0406621,0.418208,53581
51,0.0403735,0.442008,47625
52,0.0412352,0.554273,27593
53,0.0404521,0.571483,21016
54,0.0406503,0.460764,49838
55,0.0407962,0.282211,45589
56,0.0403466,0.427127,21935
57,0.0408766,0.254627,39554
58,0.0405376,0.365471,11527
59,0.0403392,0.62244,6026
60,0.0412481,0.512499,54940
61,0.0402173,0.596364,8067
62,0.0407822,0.613992,58054
63,0.0411248,0.617598,22943
64,0.0402183,0.579797,53977
65,0.0402958,0.621783,2050
66,0.0404719,0.50448,35861
67,0.0399767,0.559658,19827
68,0.0406626,0.32891,57680
69,0.041021,0.349072,42369
70,0.0419677,0.439522,33470
71,0.0416904,0.325678,429
72,0.0418186,0.647011,41516
73,0.0408698,0.435917,51145
74,0.040828,0.232206,34261
75,0.0400291,0.452996,56932
76,0.0405616,0.481206,21018
77,0.0404846,0.616838,30690
78,0.0407511,0.429196,42696
79,0.0402179,0.324088,56167
80,0.0408748,0.506377,54477
81,0.0407952,0.442297,8146
82,0.0402992,0.466101,4371
83,0.04132,0.446471,26091
84,0.0404613,0.611122,47765
85,0.0404215,0.429331,2256
86,0.0411413,0.321512,43645
87,0.0403842,0.597058,23517
88,0.0401152,0.391317,49478
89,0.0417759,0.283003,10399
90,0.0398618,0.469228,59119
91,0.0405129,0.410928,23487
92,0.0423508,0.575726,27731
93,0.0404338,0.408132,37163
94,0.0404958,0.299138,59364
95,0.0408722,0.546139,1271
96,0.0402481,0.453773,40352
97,0.0409819,0.497688,50992
98,0.0406411,0.512984,52504
99,0.041083,0.385056,23447
100,0.0396605,0.547631,57158
101,0.0388966,0.406246,10380
102,0.0382907,0.562573,34299
103,0.0378626,0.509345,1646
104,0.038099,0.527289,34790
105,0.0362969,0.433238,15844
106,0.0361282,0.559749,58235
107,0.0361948,0.380402,2462
108,0.0350886,0.354494,33682
109,0.035211,0.568003,44798
110,0.0348382,0.492474,34979
111,0.0360504,0.396515,22790
112,0.03608,0.48729,18285
113,0.0361185,0.415035,46662
114,0.0371347,0.471426,51080
115,0.036533,0.562876,39598
116,0.0358394,0.462558,17868
117,0.0368514,0.532479,22774
118,0.036103,0.414325,7702
119,0.0355776,0.513332,53029
120,0.036263,0.501912,1556
121,0.0547546,0.611241,32469
122,0.0351426,0.466236,31382
123,0.0372147,0.433235,50870
124,0.0357098,0.496071,16113
125,0.0359066,0.520599,41128
126,0.0367384,0.570179,7052
127,0.0374063,0.403078,17578
128,0.0540937,0.389553,10559
129,0.0363851,0.441969,23972
130,0.0359538,0.38475,41170
131,0.0352932,0.37625,57754
132,0.0354523,0.407279,48825
133,0.0357161,0.538872,27203
134,0.0353525,0.462187,28871
135,0.0360226,0.214816,12798
136,0.0366204,0.367542,30948
137,0.0357237,0.197161,45051
138,0.0359997,0.377867,51481
139,0.0369277,0.467759,44068
140,0.0359692,0.447292,55936
141,0.0357289,0.418767,4472
142,0.0369744,0.6047,13250
143,0.0358942,0.229702,9039
144,0.0357789,0.495113,34142
145,0.0363797,0.30007,2688
146,0.035671,0.427988,18335
147,0.0365147,0.443669,277
148,0.0358769,0.327966,41388
149,0.0355016,0.816517,19443
150,0.0354426,0.428417,44550
151,0.0356273,0.620836,19931
152,0.0371092,0.522866,20793
153,0.0360461,0.619774,332
154,0.035869,0.246423,57460
155,0.0357202,0.488067,2527
156,0.0359699,0.505603,10076
157,0.0354586,0.321134,30363
158,0.0359005,0.589865,40818
159,0.0359504,0.530573,6260
160,0.0357805,0.553971,14990
161,0.035867,0.425146,28997
162,0.0361767,0.423303,56045
163,0.0354952,0.43193,27494
164,0.0357919,0.567841,49959
165,0.0539802,0.455884,43506
166,0.0368236,0.511953,10758
167,0.0359335,0.625544,49141
168,0.0354324,0.252129,18707
169,0.0357038,0.434411,26653
170,0.0361965,0.509495,40919
171,0.0389344,0.311999,33710
172,0.0363649,0.519407,46690
173,0.0350924,0.608607,15656
174,0.0369365,0.506395,34680
175,0.0526955,0.553344,27862
176,0.0357248,0.275934,7938
177,0.0543008,0.518911,51864
178,0.0359585,0.178583,55644
179,0.0351386,0.462546,19711
180,0.036879,0.209746,11058
181,0.036007,0.431225,58933
182,0.0359591,0.451436,12110
183,0.0540507,0.38554,11541
184,0.0355681,0.510547,18369
185,0.0367681,0.487726,1695
186,0.0374515,0.380775,9398
187,0.036068,0.455249,27377
188,0.0361675,0.423058,9459
189,0.0362857,0.362472,20298
190,0.0364811,0.288728,37207
191,0.0351455,0.187079,14759
192,0.0366122,0.369587,9963
193,0.0362257,0.557042,39924
194,0.0355436,0.466881,51422
195,0.0362857,0.789158,24528
196,0.0533621,0.219061,25443
197,0.0349929,0.366631,38450
198,0.0360574,0.463061,1738
199,0.0360323,0.398869,37083
200,0.0359369,0.426206,8455
201,0.0364475,0.417032,59008
202,0.0355428,0.272675,10719
203,0.0357909,0.303981,31980
204,0.03499,0.251274,53361
205,0.0368252,0.523845,53447
206,0.0354539,0.439966,57636
207,0.0357793,0.489372,38564
208,0.0371783,0.45553,15569
209,0.0359371,0.474307,59404
210,0.0352373,0.528046,16571
211,0.0494519,0.642124,54938
212,0.039932,0.453885,53550
213,0.0351126,0.504037,26307
214,0.0362402,0.322169,7056
215,0.0360179,0.326804,44606
216,0.0359022,0.505357,43869
217,0.0358761,0.451712,30882
218,0.0553259,0.62368,40624
219,0.0353991,0.576386,49797
220,0.0359858,0.427843,13174
221,0.0370599,0.409156,40948
222,0.0356004,0.461737,7796
223,0.0360635,0.300055,51636
224,0.0361849,0.375112,18452
225,0.0363479,0.564233,42598
226,0.0364039,0.442851,28433
227,0.0375417,0.558381,48870
228,0.0360629,0.26368,45063
229,0.036506,0.393504,36156
230,0.037215,0.546366,18453
231,0.0357933,0.432356,7422
232,0.0352041,0.493799,16223
233,0.0369327,0.463873,38778
234,0.0524697,0.476204,50392
235,0.0896146,0.598415,28750
236,0.0367375,0.536265,10502
237,0.0358561,0.492333,35378
238,0.0367514,0.430363,42300
239,0.0354477,0.204092,6558
240,0.0355152,0.478062,2674
241,0.0363743,0.556322,9732
242,0.0368826,0.474739,37813
243,0.0375435,0.552569,49698
244,0.0370335,0.587293,53972
245,0.0364143,0.726831,42678
246,0.0347339,0.319034,3632
247,0.0366436,0.693301,15985
248,0.0368732,0.409396,21817
249,0.0365446,0.470174,11812
250,0.0719682,0.427577,38552
251,0.0707639,0.427037,2998
252,0.0362937,0.350867,4936
253,0.037363,0.535815,26018
254,0.0359615,0.357047,8913
255,0.0372391,0.382312,42672
256,0.0347666,0.429767,50640
257,0.0355425,0.46909,50114
258,0.0361189,0.424553,20721
259,0.0363099,0.505882,494
260,0.0357496,0.562485,16172
261,0.0353886,0.601642,2646
262,0.0368111,0.4035,57867
263,0.035817,0.340746,51384
264,0.0364899,0.541252,49945
265,0.0372102,0.195642,55524
266,0.0367345,0.490646,5332
267,0.0360784,0.183461,25336
268,0.03646,0.622976,28188
269,0.0364293,0.529309,43134
270,0.0363187,0.536736,23322
271,0.0357375,0.375283,34392
272,0.0365939,0.192358,22168
273,0.0357079,0.381434,45039
274,0.0352027,0.449421,40006
275,0.0368197,0.259711,38668
276,0.0354177,0.214982,46913
277,0.0354169,0.468993,16955
278,0.0359693,0.46338,21691
279,0.0357997,0.233794,6678
280,0.0349924,0.420261,44226
281,0.0361842,0.38113,39229
282,0.0359551,0.516542,17703
283,0.0356476,0.557422,36252
284,0.0365472,0.434206,56896
285,0.0366783,0.593021,16289
286,0.0363396,0.393482,11218
287,0.0368922,0.589622,37074
288,0.0361475,0.329766,40880
289,0.0354458,0.572563,7044
290,0.0357595,0.592445,45646
291,0.0356641,0.551164,58398
292,0.0363621,0.407435,33990
293,0.0357703,0.509638,25672
294,0.0355133,0.420975,41667
295,0.0369751,0.450437,59413
296,0.03791,0.348247,29395
297,0.0363868,0.510838,27170
298,0.0367887,0.547133,29050
299,0.0357715,0.507884,34382
300,0.0356658,0.672892,58980
301,0.0381927,0.478087,36150
302,0.0383735,0.206837,57780
303,0.0367692,0.697484,45347
304,0.0364738,0.492829,2206
305,0.0355643,0.543316,54832
306,0.035651,0.483295,56961
307,0.0365403,0.445413,47640
308,0.0360464,0.436325,8840
309,0.0359811,0.623555,45642
310,0.0359949,0.494546,11341
311,0.0369837,0.28744,11746
312,0.0351466,0.387509,42362
313,0.0355941,0.607963,50288
314,0.0357423,0.250779,45579
315,0.0357363,0.363845,42721
316,0.0354434,0.496997,3952
317,0.0361587,0.509999,50848
